Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur
"OA","S?ries temporelles annuelles","216","Tha?lande","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","68714.511"
"OA","S?ries temporelles annuelles","216","Tha?lande","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","69625.582"
"OA","S?ries temporelles annuelles","176","Timor-Leste","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1196.302"
"OA","S?ries temporelles annuelles","176","Timor-Leste","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1293.119"
"OA","S?ries temporelles annuelles","217","Togo","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","7323.158"
"OA","S?ries temporelles annuelles","217","Togo","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8082.366"
"OA","S?ries temporelles annuelles","218","Tok?laou","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1.252"
"OA","S?ries temporelles annuelles","218","Tok?laou","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1.34"
"OA","S?ries temporelles annuelles","219","Tonga","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","100.781"
"OA","S?ries temporelles annuelles","219","Tonga","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","104.494"
"OA","S?ries temporelles annuelles","220","Trinit?-et-Tobago","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1370.328"
"OA","S?ries temporelles annuelles","220","Trinit?-et-Tobago","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1394.973"
"OA","S?ries temporelles annuelles","222","Tunisie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","11179.949"
"OA","S?ries temporelles annuelles","222","Tunisie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11694.719"
"OA","S?ries temporelles annuelles","213","Turkm?nistan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5565.287"
"OA","S?ries temporelles annuelles","213","Turkm?nistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5942.089"
"OA","S?ries temporelles annuelles","223","Turquie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","78529.409"
"OA","S?ries temporelles annuelles","223","Turquie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","83429.615"
"OA","S?ries temporelles annuelles","227","Tuvalu","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","11.099"
"OA","S?ries temporelles annuelles","227","Tuvalu","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11.646"
"OA","S?ries temporelles annuelles","230","Ukraine","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","44921.639"
"OA","S?ries temporelles annuelles","230","Ukraine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","43993.638"
"OA","S?ries temporelles annuelles","234","Uruguay","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","3412.009"
"OA","S?ries temporelles annuelles","234","Uruguay","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","3461.734"
"OA","S?ries temporelles annuelles","155","Vanuatu","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","271.13"
"OA","S?ries temporelles annuelles","155","Vanuatu","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","299.882"
"OA","S?ries temporelles annuelles","236","Venezuela (R?publique bolivarienne du)","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","30081.829"
"OA","S?ries temporelles annuelles","236","Venezuela (R?publique bolivarienne du)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","28515.829"
"OA","S?ries temporelles annuelles","237","Viet Nam","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","92677.076"
"OA","S?ries temporelles annuelles","237","Viet Nam","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","96462.106"
"OA","S?ries temporelles annuelles","249","Y?men","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","26497.889"
"OA","S?ries temporelles annuelles","249","Y?men","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","29161.922"
"OA","S?ries temporelles annuelles","251","Zambie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","15879.361"
"OA","S?ries temporelles annuelles","251","Zambie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","17861.03"
"OA","S?ries temporelles annuelles","181","Zimbabwe","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","13814.629"
"OA","S?ries temporelles annuelles","181","Zimbabwe","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","14645.468"
